assessid,stockid,stockid_ra,mgmt,assessor,country,region,area,area_code,stocklong,species,comm_name1,comm_name2,shp_source,shp_path,zone_col,zones,notes,Id
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
SEFSC-GRAMBERGM-1986-2004-JENSEN,GRAMBERGM,NA,NMFS,SEFSC,USA,US Southeast and Gulf,Gulf of Mexico,GM,Greater amberjack Gulf of Mexico,Seriola dumerili,Greater amberjack,NA,NOAA EFH GIS Data Inventory,usa/noaa_gom_efh/ReefFish_EFH_GOM.shp,dissolve all,dissolve all,GOM reef fish EFH shapefile; managed in GOM Reef Fish FMP,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
SEFSC-GTRIGGM-1962-2010-HIVELY,GTRIGGM,NA,NMFS,SEFSC,USA,US Southeast and Gulf,Gulf of Mexico,GM,Gray triggerfish Gulf of Mexico,Balistes capriscus,Gray triggerfish,NA,NOAA EFH GIS Data Inventory,usa/noaa_gom_efh/ReefFish_EFH_GOM.shp,dissolve all,dissolve all,GOM reef fish EFH shapefile; managed in GOM Reef Fish FMP,NA
SEFSC-KMACKGM-1929-2012-HIVELY,KMACKGM,NA,NMFS,SEFSC,USA,US Southeast and Gulf,Gulf of Mexico,GM,King mackerel Gulf of Mexico,Scomberomorus cavalla,King Mackerel,NA,NOAA EFH GIS Data Inventory,usa/noaa_gom_efh/Coastal_migratory_pelagic_EFH_GOM.shp,dissolve all,dissolve all,Coastal migratory pelagics EFH shapefile; managed in GOM CMP FMP,NA
SEFSC-KMACKSATLC-1901-2012-HIVELY,KMACKSATLC,NA,NMFS,SEFSC,USA,US Southeast and Gulf,Southern Atlantic coast,SATLC,King mackerel Southern Atlantic Coast,Scomberomorus cavalla,King Mackerel,NA,NOAA EFH GIS Data Inventory,usa/noaa_se_efh/SE_coastal_migratory_pelagics_dissolve.shp,dissolve all,dissolve all,SE Coastal Pelagics EFH shapefile; managed in SE Coastal Pelagics FMP,NA
SEFSC-LISQUIDATLC-1963-2009-HIVELY,LISQUIDATLC,NA,NMFS,SEFSC,USA,US Southeast and Gulf,Atlantic Coast,ATLC,Longfin inshore squid Atlantic Coast,Loligo pealeii,Longfin inshore squid,NA,NOAA EFH GIS Data Inventory,usa/noaa_ma_efh/MA_longfin_inshore_squid_efh_dissolve.shp,SITENAME_L,Longfin Inshore Squid,All life stages,NA
SEFSC-MENATGM-1948-2011-HIVELY,MENATGM,MENGULF,NMFS,SEFSC,USA,US Southeast and Gulf,Gulf of Mexico,GM,Gulf menhaden Gulf of Mexico,Brevoortia patronus,Gulf menhaden,NA,Digitized boundary from stock assessment,usa/digitized/GOM_gulf_menhaden_erase.shp,ZONE,Digitized boundary from stock assessment,Digitized boundary from stock assessment,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
SEFSC-RGROUPGM-1986-2005-JENSEN,RGROUPGM,NA,NMFS,SEFSC,USA,US Southeast and Gulf,Gulf of Mexico,GM,Red grouper Gulf of Mexico,Epinephelus morio,Red grouper,NA,NOAA EFH GIS Data Inventory,usa/noaa_gom_efh/ReefFish_EFH_GOM.shp,dissolve all,dissolve all,GOM reef fish EFH shapefile; managed in GOM Reef Fish FMP,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
SEFSC-RSNAPGM-1872-2011-HIVELY,RSNAPGM,NA,NMFS,SEFSC,USA,US Southeast and Gulf,Gulf of Mexico,GM,Red snapper Gulf of Mexico,Lutjanus campechanus,Red snapper,NA,NOAA EFH GIS Data Inventory,usa/noaa_gom_efh/ReefFish_EFH_GOM.shp,dissolve all,dissolve all,GOM reef fish EFH shapefile; managed in GOM Reef Fish FMP,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
SEFSC-SBARSHARATL-1975-2004-FAUCONNET,SBARSHARATL,NA,NMFS,SEFSC,USA,US Southeast and Gulf,Atlantic,ATL,Sandbar shark Atlantic,Carcharhinus plumbeus,Sandbar shark,NA,NOAA EFH GIS Data Inventory,usa/noaa_hms_efh/HMS_EFH_2009Sandbar_Shark_dissolve.shp,dissolve all,dissolve all,All life stages,NA
SEFSC-SNOSESHARATL-1950-2005-FAUCONNET,SNOSESHARATL,NA,NMFS,SEFSC,USA,Atlantic Ocean,Atlantic,ATL,Atlantic sharpnose shark Atlantic,Rhizoprionodon terraenovae,Atlantic sharpnose shark,NA,NOAA EFH GIS Data Inventory,usa/noaa_hms_efh/HMS_EFH_2009Atlantic_Sharpnose_Shark_dissolve.shp,dissolve all,dissolve all,"All life stages; stock spans Atlantic, Gulf of Mexico, and Caribbean",NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
SEFSC-SPANMACKGM-1886-2011-HIVELY,SPANMACKGM,NA,NMFS,SEFSC,USA,US Southeast and Gulf,Gulf of Mexico,GM,Spanish mackerel Gulf of Mexico,Scomberomorus maculatus,Spanish mackerel,NA,NOAA EFH GIS Data Inventory,usa/noaa_gom_efh/Coastal_migratory_pelagic_EFH_GOM.shp,dissolve all,dissolve all,Coastal migratory pelagics EFH shapefile; managed in GOM CMP FMP,NA
SEFSC-SPANMACKSATLC-1950-2012-HIVELY,SPANMACKSATLC,NA,NMFS,SEFSC,USA,US Southeast and Gulf,Southern Atlantic coast,SATLC,Spanish mackerel Southern Atlantic Coast,Scomberomorus maculatus,Spanish mackerel,NA,NOAA EFH GIS Data Inventory,usa/noaa_se_efh/SE_coastal_migratory_pelagics_dissolve.shp,dissolve all,dissolve all,SE Coastal Pelagics EFH shapefile; managed in SE Coastal Pelagics FMP,NA
SEFSC-TILEGM-1965-2009-HIVELY,TILEGM,NA,NMFS,SEFSC,USA,US Southeast and Gulf,Gulf of Mexico,GM,Tilefish Gulf of Mexico,Lopholatilus chamaeleonticeps,Tilefish,NA,NOAA EFH GIS Data Inventory,usa/noaa_gom_efh/ReefFish_EFH_GOM.shp,dissolve all,dissolve all,GOM reef fish EFH shapefile; managed in GOM Reef Fish FMP,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
SEFSC-VSNAPGM-1981-2004-JENSEN,VSNAPGM,NA,NMFS,SEFSC,USA,US Southeast and Gulf,Gulf of Mexico,GM,Vermilion snapper Gulf of Mexico,Rhomboplites aurorubens,Vermilion snapper,NA,NOAA EFH GIS Data Inventory,usa/noaa_gom_efh/ReefFish_EFH_GOM.shp,dissolve all,dissolve all,GOM reef fish EFH shapefile; managed in GOM Reef Fish FMP,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
SEFSC-YEGROUPGM-1975-2009-HIVELY,YEGROUPGM,NA,NMFS,SEFSC,USA,US Southeast and Gulf,Gulf of Mexico,GM,Yellowedge grouper Gulf of Mexico,Epinephelus flavolimbatus,Yellowedge grouper,NA,NOAA EFH GIS Data Inventory,usa/noaa_gom_efh/ReefFish_EFH_GOM.shp,dissolve all,dissolve all,GOM reef fish EFH shapefile; managed in GOM Reef Fish FMP,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
SPC-ALBASPAC-1960-2010-PONS,ALBASPAC,ALBASPAC,WCPFC,SPC,Tuna-RFMO,Pacific Ocean,South Pacific Ocean,SPAC,Albacore tuna South Pacific Ocean,Thunnus alalunga,Albacore tuna,NA,Digitized from stock assessment,tuna/SPC_albacore_s_pacific_erase.shp,NA,already dissolved,NA,NA
SPC-BIGEYECWPAC-1952-2012-PONS,BIGEYECWPAC,NA,WCPFC,SPC,Tuna-RFMO,Pacific Ocean,Central Western Pacific Ocean,CWPAC,Bigeye tuna Central Western Pacific,Thunnus obesus,Bigeye tuna,NA,Digitized from stock assessment,tuna/SPC_bigeye_cw_pacific_erase.shp,NA,already dissolved,NA,NA
SPC-BIGEYEWPO-1952-2006-JENSEN,BIGEYEWPO,NA,WCPFC,SPC,Tuna-RFMO,Pacific Ocean,Western Pacific Ocean,WPO,Bigeye tuna Western Pacific Ocean,Thunnus obesus,Bigeye tuna,NA,Digitized from stock assessment,tuna/SPC_bigeye_w_pacific_erase.shp,NA,already dissolved,NA,NA
SPC-SKJCWPAC-1950-2012-PONS,SKJCWPAC,NA,WCPFC,SPC,Tuna-RFMO,Pacific Ocean,Central Western Pacific Ocean,CWPAC,Skipjack tuna Central Western Pacific,Katsuwonus pelamis,Skipjack tuna,NA,Digitized from stock assessment,tuna/SPC_skipjack_w_pacific_erase.shp,NA,already dissolved,NA,NA
SPC-STMARLINSWPO-1952-2011-CHING,STMARLINSWPO,NA,WCPFC,SPC,Tuna-RFMO,Pacific Ocean,Western Pacific Ocean,WPO,Striped marlin Southwestern Pacific Ocean,Kajikia audax,Striped marlin,Pacific striped marlin,Digitized from stock assessment,tuna/SPC_striped_marlin_w_pacific_erase.shp,NA,already dissolved,NA,NA
SPC-YFINCWPAC-1952-2012-PONS,YFINCWPAC,NA,WCPFC,SPC,Tuna-RFMO,Pacific Ocean,Central Western Pacific Ocean,CWPAC,Yellowfin tuna Central Western Pacific,Thunnus albacares,Yellowfin tuna,NA,Digitized from stock assessment,tuna/SPC_yellowfin_w_pacific_erase.shp,NA,already dissolved,NA,NA
STECF-ANCHMEDGSA1-2002-2009-OSIO,ANCHMEDGSA1,NA,GFCM,STECF,Europe,Mediterranean-Black Sea,Northern Alboran Sea,GSA1,Anchovy Northern Alboran Sea,Engraulis encrasicolus,Anchovy,European anchovy,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA01,NA,NA
STECF-ANCHMEDGSA16-2004-2011-OSIO,ANCHMEDGSA16,NA,GFCM,STECF,Europe,Mediterranean-Black Sea,South of Sicily,GSA16,Anchovy South of Sicily,Engraulis encrasicolus,Anchovy,European anchovy,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA16,NA,NA
STECF-ANCHMEDGSA17-18-1976-2013-OSIO,ANCHMEDGSA17-18,NA,GFCM,STECF,Europe,Mediterranean-Black Sea,"Adriatic Sea (GSA 17,18)",GSA17-18,Anchovy Adriatic Sea,Engraulis encrasicolus,Anchovy,European anchovy,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,"GSA17, GSA18",NA,NA
STECF-ANCHMEDGSA19-2006-2012-OSIO,ANCHMEDGSA19,NA,GFCM,STECF,Europe,Mediterranean-Black Sea,Western Ionian Sea,GSA19,Anchovy Western Ionian Sea,Engraulis encrasicolus,Anchovy,European anchovy,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA19,NA,NA
STECF-ANCHMEDGSA20-2000-2008-OSIO,ANCHMEDGSA20,NA,GFCM,STECF,Europe,Mediterranean-Black Sea,Eastern Ionian Sea,GSA20,Anchovy Eastern Ionian Sea,Engraulis encrasicolus,Anchovy,European anchovy,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA20,NA,NA
STECF-ANCHMEDGSA22-2000-2008-OSIO,ANCHMEDGSA22,NA,GFCM,STECF,Europe,Mediterranean-Black Sea,Aegean Sea,GSA22,Anchovy Aegean Sea,Engraulis encrasicolus,Anchovy,European anchovy,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA22,NA,NA
STECF-ANCHMEDGSA29-1988-2014-OSIO,ANCHMEDGSA29,ANCHOBLACK,GFCM,STECF,Europe,Mediterranean-Black Sea,Black Sea,GSA29,Anchovy Black Sea,Engraulis encrasicolus,Anchovy,European anchovy,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA29,NA,NA
STECF-ANCHMEDGSA6-2002-2009-OSIO,ANCHMEDGSA6,NA,GFCM,STECF,Europe,Mediterranean-Black Sea,Northern Spain,GSA6,Anchovy Northern Spain,Engraulis encrasicolus,Anchovy,European anchovy,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA06,NA,NA
STECF-ANCHMEDGSA9-2004-2010-OSIO,ANCHMEDGSA9,NA,GFCM,STECF,Europe,Mediterranean-Black Sea,Ligurian and North Tyrrhenian Sea,GSA9,Anchovy Ligurian and North Tyrrhenian Sea,Engraulis encrasicolus,Anchovy,European anchovy,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA09,NA,NA
STECF-ANGLMEDGSA15-16-2006-2011-OSIO,ANGLMEDGSA15-16,NA,GFCM,STECF,Europe,Mediterranean-Black Sea,"Malta Island and South of Sicily (GSA 15, 16)",GSA15-16,Black Bellied Angler Malta Island and South of Sicily,Lophius budegassa,Black bellied angler,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,"GSA15, GSA16",NA,NA
STECF-ANGLMEDGSA5-2003-2013-OSIO,ANGLMEDGSA5,NA,GFCM,STECF,Europe,Mediterranean-Black Sea,Balearic Island,GSA5,Black bellied angler Balearic Island,Lophius budegassa,Black bellied angler,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA05,NA,NA
STECF-ANGLMEDGSA6-2004-2013-OSIO,ANGLMEDGSA6,NA,GFCM,STECF,Europe,Mediterranean-Black Sea,Northern Spain,GSA6,Black bellied angler Northern Spain,Lophius budegassa,Black bellied angler,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA06,NA,NA
STECF-ANGLMEDGSA7-2005-2011-OSIO,ANGLMEDGSA7,NA,GFCM,STECF,Europe,Mediterranean-Black Sea,Gulf of Lions,GSA7,Black bellied angler Gulf of Lions,Lophius budegassa,Black bellied angler,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA07,NA,NA
STECF-BWHITMEDGSA1-2002-2011-OSIO,BWHITMEDGSA1,NA,GFCM,STECF,Europe,Mediterranean-Black Sea,Northern Alboran Sea,GSA1,Blue whiting Northern Alboran Sea,Micromesistius poutassou,Blue whiting,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA01,NA,NA
STECF-BWHITMEDGSA6-2009-2013-OSIO,BWHITMEDGSA6,NA,GFCM,STECF,Europe,Mediterranean-Black Sea,Northern Spain,GSA6,Blue whiting Northern Spain,Micromesistius poutassou,Blue whiting,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA06,NA,NA
STECF-BWHITMEDGSA9-2009-2013-OSIO,BWHITMEDGSA9,NA,GFCM,STECF,Europe,Mediterranean-Black Sea,Ligurian and North Tyrrhenian Sea,GSA9,Blue whiting Ligurian and North Tyrrhenian Sea,Micromesistius poutassou,Blue whiting,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA09,NA,NA
STECF-CPANDMEDGSA15-16-2006-2011-OSIO,CPANDMEDGSA15-16,NA,GFCM,STECF,Europe,Mediterranean-Black Sea,"Malta Island and South of Sicily (GSA 15, 16)",GSA15-16,Common pandora Malta Island and South of Sicily,Pagellus erythrinus,Common pandora,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,"GSA15, GSA16",NA,NA
STECF-CPANDMEDGSA9-2006-2010-OSIO,CPANDMEDGSA9,NA,GFCM,STECF,Europe,Mediterranean-Black Sea,Ligurian and North Tyrrhenian Sea,GSA9,Common pandora Ligurian and North Tyrrhenian Sea,Pagellus erythrinus,Common pandora,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA09,NA,NA
STECF-GFORKBMEDGSA9-2007-2011-OSIO,GFORKBMEDGSA9,NA,GFCM,STECF,Europe,Mediterranean-Black Sea,Ligurian and North Tyrrhenian Sea,GSA9,Greater forkbeard Ligurian and North Tyrrhenian Sea,Phycis blennoides,Greater forkbeard,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA09,NA,NA
STECF-GRSHRIMPMEDGSA10-2006-2014-OSIO,GRSHRIMPMEDGSA10,NA,GFCM,STECF,Europe,Mediterranean-Black Sea,South Tyrrhenian Sea,GSA10,Giant red shrimp South Tyrrhenian Sea,Aristaeomorpha foliacea,Giant red shrimp,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA10,NA,NA
STECF-GRSHRIMPMEDGSA11-2006-2014-OSIO,GRSHRIMPMEDGSA11,NA,GFCM,STECF,Europe,Mediterranean-Black Sea,Sardinia,GSA11,Giant red shrimp Sardinia,Aristaeomorpha foliacea,Giant red shrimp,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA11,NA,NA
STECF-GRSHRIMPMEDGSA12-16-2005-2011-OSIO,GRSHRIMPMEDGSA12-16,NA,GFCM,STECF,Europe,Mediterranean-Black Sea,Geographical Sub-Areas 12-16,GSA12-16,Giant red shrimp Geographical Sub-Areas 12-16,Aristaeomorpha foliacea,Giant red shrimp,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,"GSA12, GSA13, GSA14, GSA15, GSA16",NA,NA
STECF-GRSHRIMPMEDGSA18-19-2008-2014-OSIO,GRSHRIMPMEDGSA18-19,NA,GFCM,STECF,Europe,Mediterranean-Black Sea,"South Adriatic Sea and West Ionian Sea (GSA 18,19)",GSA18-19,Giant red shrimp South Adriatic Sea and West Ionian Sea,Aristaeomorpha foliacea,Giant red shrimp,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,"GSA18, GSA19",NA,NA
STECF-GRSHRIMPMEDGSA9-2006-2014-OSIO,GRSHRIMPMEDGSA9,NA,GFCM,STECF,Europe,Mediterranean-Black Sea,Ligurian and North Tyrrhenian Sea,GSA9,Giant red shrimp Ligurian and North Tyrrhenian Sea,Aristaeomorpha foliacea,Giant red shrimp,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA09,NA,NA
STECF-HAKEMEDGSA1-7-2003-2014-OSIO,HAKEMEDGSA1-7,NA,GFCM,STECF,Europe,Mediterranean-Black Sea,Geographical Sub-Areas 1-7,GSA1-7,Hake Geographical Sub-Areas 1-7,Merluccius merluccius,Hake,European hake,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,"GSA01, GSA02, GSA03, GSA04, GSA05, GSA06, GSA07",NA,NA
STECF-HAKEMEDGSA15-16-2005-2009-OSIO,HAKEMEDGSA15-16,NA,GFCM,STECF,Europe,Mediterranean-Black Sea,"Malta Island and South of Sicily (GSA 15, 16)",GSA15-16,Hake Malta Island and South of Sicily,Merluccius merluccius,Hake,European hake,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,"GSA15, GSA16",NA,NA
STECF-HAKEMEDGSA17-18-2008-2014-OSIO,HAKEMEDGSA17-18,NA,GFCM,STECF,Europe,Mediterranean-Black Sea,"Adriatic Sea (GSA 17,18)",GSA17-18,Hake Adriatic Sea,Merluccius merluccius,Hake,European hake,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,"GSA17, GSA18",NA,NA
STECF-HAKEMEDGSA19-2006-2014-OSIO,HAKEMEDGSA19,NA,GFCM,STECF,Europe,Mediterranean-Black Sea,Western Ionian Sea,GSA19,Hake Western Ionian Sea,Merluccius merluccius,Hake,European hake,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA19,NA,NA
STECF-HAKEMEDGSA20-2003-2008-OSIO,HAKEMEDGSA20,NA,GFCM,STECF,Europe,Mediterranean-Black Sea,Eastern Ionian Sea,GSA20,Hake Eastern Ionian Sea,Merluccius merluccius,Hake,European hake,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA20,NA,NA
STECF-HAKEMEDGSA22-23-2003-2008-OSIO,HAKEMEDGSA22-23,NA,GFCM,STECF,Europe,Mediterranean-Black Sea,"Aegean Sea and Crete Island (GSA 22,23)",GSA22-23,Hake Aegean Sea and Crete Island,Merluccius merluccius,Hake,European hake,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,"GSA22, GSA23",NA,NA
STECF-HAKEMEDGSA9-11-2006-2014-OSIO,HAKEMEDGSA9-11,NA,GFCM,STECF,Europe,Mediterranean-Black Sea,Geographical Sub-Areas 9-11,GSA9-11,Hake Geographical Sub-Areas 9-11,Merluccius merluccius,Hake,European hake,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,"GSA09, GSA10, GSA11",NA,NA
STECF-MHMACKMEDGSA29-2005-2014-OSIO,MHMACKMEDGSA29,MACKHBLACK,GFCM,STECF,Europe,Mediterranean-Black Sea,Black Sea,GSA29,Mediterranean horse mackerel Black Sea,Trachurus mediterraneus,Mediterranean horse mackerel,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA29,NA,NA
STECF-NEPHMEDGSA1-2002-2011-OSIO,NEPHMEDGSA1,NA,GFCM,STECF,Europe,Mediterranean-Black Sea,Northern Alboran Sea,GSA1,Norway lobster Northern Alboran Sea,Nephrops norvegicus,Norway lobster,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA01,NA,NA
STECF-NEPHMEDGSA15-16-2002-2012-OSIO,NEPHMEDGSA15-16,NA,GFCM,STECF,Europe,Mediterranean-Black Sea,"Malta Island and South of Sicily (GSA 15, 16)",GSA15-16,Norway lobster Malta Island and South of Sicily,Nephrops norvegicus,Norway lobster,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,"GSA15, GSA16",NA,NA
STECF-NEPHMEDGSA17-2004-2008-OSIO,NEPHMEDGSA17,NA,GFCM,STECF,Europe,Mediterranean-Black Sea,Northern Adriatic Sea,GSA17,Norway lobster Northern Adriatic Sea,Nephrops norvegicus,Norway lobster,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA17,NA,NA
STECF-NEPHMEDGSA18-2007-2013-OSIO,NEPHMEDGSA18,NA,GFCM,STECF,Europe,Mediterranean-Black Sea,Southern Adriatic Sea,GSA18,Norway lobster Southern Adriatic Sea,Nephrops norvegicus,Norway lobster,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA18,NA,NA
STECF-NEPHMEDGSA5-2002-2013-OSIO,NEPHMEDGSA5,NA,GFCM,STECF,Europe,Mediterranean-Black Sea,Balearic Island,GSA5,Norway Lobster Balearic Island,Nephrops norvegicus,Norway lobster,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA05,NA,NA
STECF-NEPHMEDGSA6-2002-2011-OSIO,NEPHMEDGSA6,NA,GFCM,STECF,Europe,Mediterranean-Black Sea,Northern Spain,GSA6,Norway lobster Northern Spain,Nephrops norvegicus,Norway lobster,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA06,NA,NA
STECF-NEPHMEDGSA9-2006-2013-OSIO,NEPHMEDGSA9,NA,GFCM,STECF,Europe,Mediterranean-Black Sea,Ligurian and North Tyrrhenian Sea,GSA9,Norway lobster Ligurian and North Tyrrhenian Sea,Nephrops norvegicus,Norway lobster,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA09,NA,NA
STECF-PICAMEDGSA25-2005-2010-OSIO,PICAMEDGSA25,NA,GFCM,STECF,Europe,Mediterranean-Black Sea,Cyprus Island,GSA25,Picarel Cyprus Island,Spicara smaris,Picarel,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA25,NA,NA
STECF-PRCODMEDGSA9-2004-2011-OSIO,PRCODMEDGSA9,NA,GFCM,STECF,Europe,Mediterranean-Black Sea,Ligurian and North Tyrrhenian Sea,GSA9,Poor cod Ligurian and North Tyrrhenian Sea,Trisopterus minutus,Poor cod,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA09,NA,NA
STECF-PSHRMPMEDGSA6-2001-2012-OSIO,PSHRMPMEDGSA6,NA,GFCM,STECF,Europe,Mediterranean-Black Sea,Northern Spain,GSA6,Deep-water Rose Shrimp Northern Spain,Parapenaeus longirostris,Deep-water rose shrimp,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA06,NA,NA
STECF-RDSHRMPMEDGSA1-2002-2014-OSIO,RDSHRMPMEDGSA1,NA,GFCM,STECF,Europe,Mediterranean-Black Sea,Northern Alboran Sea,GSA1,Red shrimp Northern Alboran Sea,Aristeus antennatus,Red shrimp,Blue and red shrimp,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA01,NA,NA
STECF-RDSHRMPMEDGSA10-2006-2011-OSIO,RDSHRMPMEDGSA10,NA,GFCM,STECF,Europe,Mediterranean-Black Sea,South Tyrrhenian Sea,GSA10,Red shrimp South Tyrrhenian Sea,Aristeus antennatus,Red shrimp,Blue and red shrimp,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA10,NA,NA
STECF-RDSHRMPMEDGSA15-16-2009-2012-OSIO,RDSHRMPMEDGSA15-16,NA,GFCM,STECF,Europe,Mediterranean-Black Sea,"Malta Island and South of Sicily (GSA 15, 16)",GSA15-16,Red shrimp Malta Island and South of Sicily,Aristeus antennatus,Red shrimp,Blue and red shrimp,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,"GSA15, GSA16",NA,NA
STECF-RDSHRMPMEDGSA6-2002-2014-OSIO,RDSHRMPMEDGSA6,NA,GFCM,STECF,Europe,Mediterranean-Black Sea,Northern Spain,GSA6,Red Shrimp Northern Spain,Aristeus antennatus,Red shrimp,Blue and red shrimp,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA06,NA,NA
STECF-RMULLMEDGSA1-2003-2013-OSIO,RMULLMEDGSA1,NA,GFCM,STECF,Europe,Mediterranean-Black Sea,Northern Alboran Sea,GSA1,Red mullet Northern Alboran Sea,Mullus barbatus,Red mullet,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA01,NA,NA
STECF-RMULLMEDGSA10-2004-2010-OSIO,RMULLMEDGSA10,NA,GFCM,STECF,Europe,Mediterranean-Black Sea,South Tyrrhenian Sea,GSA10,Red mullet South Tyrrhenian Sea,Mullus barbatus,Red mullet,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA10,NA,NA
STECF-RMULLMEDGSA11-2005-2012-OSIO,RMULLMEDGSA11,NA,GFCM,STECF,Europe,Mediterranean-Black Sea,Sardinia,GSA11,Red mullet Sardinia,Mullus barbatus,Red mullet,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,"GSA111, GSA112",NA,NA
STECF-RMULLMEDGSA15-16-2005-2011-OSIO,RMULLMEDGSA15-16,NA,GFCM,STECF,Europe,Mediterranean-Black Sea,"Malta Island and South of Sicily (GSA 15, 16)",GSA15-16,Red mullet Malta Island and South of Sicily,Mullus barbatus,Red mullet,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,"GSA15, GSA16",NA,NA
STECF-RMULLMEDGSA17-18-2008-2014-OSIO,RMULLMEDGSA17-18,NA,GFCM,STECF,Europe,Mediterranean-Black Sea,"Adriatic Sea (GSA 17,18)",GSA17-18,Red mullet Adriatic Sea,Mullus barbatus,Red mullet,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,"GSA17, GSA18",NA,NA
STECF-RMULLMEDGSA19-2006-2014-OSIO,RMULLMEDGSA19,NA,GFCM,STECF,Europe,Mediterranean-Black Sea,Western Ionian Sea,GSA19,Red mullet Western Ionian Sea,Mullus barbatus,Red mullet,NA,FAO website,europe/gfcm/GSAs_simplified,SECT_COD,GSA19,NA,NA
